Period,Day-ahead_Price_2015_[EUR/MWh],Emissions_2015_[g/kWh],Day-ahead_Price_2016_[EUR/MWh],Emissions_2016_[g/kWh],Day-ahead_Price_2017_[EUR/MWh],Emissions_2017_[g/kWh],Day-ahead_Price_2018_[EUR/MWh],Emissions_2018_[g/kWh],Day-ahead_Price_2019_[EUR/MWh],Emissions_2019_[g/kWh],Day-ahead_Price_2020_[EUR/MWh],Emissions_2020_[g/kWh],Day-ahead_Price_2021_[EUR/MWh],Emissions_2021_[g/kWh],Day-ahead_Price_2022_[EUR/MWh],Emissions_2022_[g/kWh],Day-ahead_Price_2023_[EUR/MWh],Emissions_2023_[g/kWh],
7978,16.47,276.064423372169,37.92,513.704516776196,90.1,540.299523476851,53.75,374.119703201406,42.69,347.597536472063,49.26,514.213577387678,320.09,476.030956848935,444.92,566.552387537706,142.55,440.06208296,
7979,18.98,291.689111053851,43.53,506.561217084674,88.33,543.463485951375,57.96,371.027141698644,42.42,328.900686626651,50.34,496.576047435924,295.83,479.688681099133,445.32,572.871743267742,133.72,447.591154198555,
7980,20.76,290.102432206965,37.38,493.301245553227,86,541.039465028443,56.55,368.166329797742,42.29,323.952343153109,49.01,486.197442510107,298.54,483.078223637734,445.91,576.203998594281,130,446.475994536736,
7981,20.79,293.433716168544,44.81,486.776849725529,82.18,549.397716841123,55.8,366.001755614972,41.65,333.965732308118,49.08,480.954855790621,299.03,490.169806022545,435.6,566.944235385761,128.09,451.00635354981,
7982,20.38,296.0617343827,45.77,487.733101229421,82.4,555.835547180191,56.56,365.107637804348,42.22,339.051708428313,48.34,486.983164512863,329.2,488.551981834212,418.05,567.747132216185,132.18,464.433250894492,
7983,17.11,301.211629854102,51.38,513.059008844719,89.21,570.721395714894,55.67,361.094624785453,47.91,364.560399296753,47.86,503.597005094214,342.77,494.388225615202,424.26,575.842894462116,146.35,480.100743642366,
7984,15.04,301.19462892162,57.21,536.108495058909,90.4,586.749030000326,56.67,367.198959111282,51.04,379.56617990722,47.86,516.191718702883,352.11,486.575877915462,446.38,580.584094854577,168,495.380200710267,
7985,16.28,297.297947545466,65.11,560.520796127191,97.8,576.822204993284,57.09,353.77643601765,52.14,382.21688182878,50.23,501.826559598728,360,488.599245151736,450.7,582.482338232362,200,496.947151679814,
7986,16.57,285.837635905514,51.42,561.278976444932,118.49,565.725858105275,59.36,332.240531084329,54.05,381.809130213898,54.17,489.458431937303,421.87,487.123763446333,460.04,569.62035701894,250,484.116191299958,
7987,20.91,280.148431116261,48.5,549.289029088944,110.36,572.092429859573,58.7,329.440974333828,55.36,391.632763203368,56.14,479.028722785121,410.13,491.837407582825,501.1,549.431243337928,250,496.623381407709,
7988,16.73,271.275187163979,45.97,551.884831645466,85.56,571.295335435148,55.68,328.763111721357,53.11,402.699825939473,53.83,474.39600311124,355.06,489.917793846588,486.86,545.456774415242,200,509.161316382718,
7989,13.79,256.813568160912,39.29,565.122003873718,77.34,588.129772019306,47.88,335.684190152079,52.01,410.86578364739,47.66,480.141773667531,310.16,459.71566509568,463.82,556.946899180964,161,540.192488570696,
7990,12.22,245.895001583319,36.14,574.381774321034,64.27,594.018202183082,45.63,336.22876128277,46.44,410.382677089915,41.99,469.986274290267,234.68,429.409810612129,400,586.362546367198,139.01,565.56996688653,
7991,13.91,256.733686993583,34.59,584.011454782874,55.57,588.265823895452,43.78,346.574463452141,42.24,417.010854687816,41.62,458.852642877372,193.53,386.036737145264,334.9,593.216849961272,128.5,576.63561236377,
7992,0.07,254.33296105907,36.92,577.615784568308,47.71,586.045483838582,40.31,342.029020241354,39.28,418.809023451873,39.65,460.100836537559,130.05,347.110714895863,297.66,591.389922731453,114.27,568.410978064378,
7993,10.04,250.534969236335,35.78,565.440380051552,45.94,586.664538918429,36.13,324.99067089667,36.29,413.811293270745,38.9,469.537525475435,113.9,304.837993953496,280.25,580.123652746008,104.79,560.370476467391,
7994,-0.09,245.73055511247,34.81,561.750692220187,38.2,579.247966765892,37.68,326.307882212241,35.96,418.403082126217,37.6,462.978651303824,100.51,264.360528115675,288.45,571.19496463367,104.52,564.970919316991,
7995,-0.94,247.493745542765,34.43,549.825086695669,36.97,571.330941433676,37.53,323.053113443021,35.99,425.73372588515,37.03,449.880778712827,91.93,235.869554381429,279.18,550.649653135138,102.2,570.69872464241,
7996,-0.99,243.108285919772,34.89,535.197461491304,36.1,565.301501100528,37.86,324.799517558269,35.39,424.511435566146,35.97,449.285320451461,73.06,216.76959692904,264.27,551.982129228879,100,580.157155233887,
7997,-0.04,251.849145849134,36.75,527.701839001804,38.47,571.515661657334,39.51,330.924889879382,35.39,419.126215885662,36,450.489333083169,64.82,216.768191384433,260.79,543.818893604552,101.63,590.741450622914,
7998,10.78,279.203145061036,44.68,523.306232348399,42.72,577.395227627549,43.05,361.616255598063,36.03,427.200442030745,38.04,460.652064678184,69.75,217.483863930514,267.63,541.859693045756,106.3,598.799240260815,
7999,21.85,319.234619581244,54.95,538.251220668015,53.99,586.979208119121,50.52,393.493952659224,36.56,439.625174066976,38.37,469.971958648602,71.56,235.985946432692,290,550.307686972474,129.41,619.504297273509,
8000,30.41,338.025683090645,52.65,534.855352772791,83.75,593.217836095777,66.84,406.765842000953,39.07,459.580434778866,40.6,475.992822842748,93.97,248.253151473534,332.28,568.710875399117,168.09,628.191708931115,
8001,33.42,369.076937891135,48.5,504.502071511111,88.16,573.58941707677,68.02,412.369950550423,42.29,475.526523429338,43.01,470.215936257348,92.39,263.886682008115,434.43,582.58145172941,219.27,597.348540260241,
8002,28.28,381.682685726288,43.69,505.137564396843,85.25,565.197927671123,68.03,408.966731193599,45.35,466.063887301098,45.23,466.47418877584,94.65,262.328745256813,478.1,555.92525687864,237.13,585.523596933793,
8003,28.88,385.33385575525,42.2,493.922996353208,86.79,566.661085069546,68.19,409.538075878806,44,457.204184718146,45.12,459.08207273001,96.68,260.191127870856,478.6,570.313628243212,222.5,583.616588395461,
8004,30.09,393.281279798394,40.42,480.323353207875,86.7,561.523870498505,67.98,417.015048756783,42.7,453.194839380755,46.31,454.612698726293,108.44,260.17714748468,474.71,567.586018474896,223.34,579.236132513081,
8005,30.03,390.463194371597,41.75,471.913660040919,84.07,567.513139553706,67.2,426.777936948235,41.5,453.73382969945,46.27,459.140225620803,112.19,259.731848667497,482.52,557.93341104679,195.21,594.303704295713,
8006,32.45,404.417409543535,43.12,470.787181219146,83.34,577.032262854317,67.24,436.569145196562,40.77,466.874972689806,44.71,474.296214928413,110.05,269.271878293732,449.99,564.700631247218,189.81,595.002580028529,
8007,35.79,405.690268318631,50.94,485.301957735697,82.81,582.833932544327,65.3,449.677954889487,41.14,485.039880186253,43.77,502.612240813943,112.95,279.584187542065,450.47,571.480551659556,195,608.686685360574,
8008,35.38,416.11750920387,55.58,508.028086821983,84.22,588.325452513658,64.95,454.959169047349,43.02,502.257073590713,44.96,534.079324266807,124.91,287.566785519639,464.24,569.395413318627,195,615.696484731724,
8009,37.89,421.971068911404,55.66,531.284749568164,86.06,577.800474810827,67.24,440.47432754651,48.99,507.597802989074,49.1,543.245517701883,131.8,295.068454757462,458.76,577.539088301158,226,607.824569217201,
8010,47,438.71205373659,52.61,516.185511622806,100.12,562.2815335389,72.34,440.680969986049,52.9,490.341637065241,55.16,520.181713823848,187.28,309.746396107324,478.4,570.678588687256,261,582.023930649934,
8011,45.26,445.474123674493,47.94,505.346477197992,95.1,563.962110395916,68.92,447.662018179442,53.1,481.63095355009,58.26,510.07055603523,228.92,331.845822223286,503.55,550.842715980575,249.34,596.161027697827,
8012,39.83,440.978108744096,39.97,514.220144368573,87.24,578.005764523026,63.5,450.989183440317,50.01,485.065498022898,58.97,519.350353303939,232.6,362.64142425291,495.2,551.832012152283,194.49,609.920947109247,
8013,35.72,424.404716091758,35.9,515.650614714005,68.5,573.71123542363,66.27,454.075640446809,47.35,500.309740828514,55.98,547.530596753879,215.06,377.375518440367,465.14,570.100522108965,153.93,617.743588861028,
8014,30.02,407.582956311572,32.9,509.121727820508,51.96,595.429617439834,57.55,448.478234485592,42.42,510.923034404414,52.26,550.18727825338,171.89,390.985169018207,413.9,579.779146348128,132.72,630.290964044148,
8015,27.14,379.973826957888,30.38,494.229839525958,38.45,593.890651315011,53.91,445.058988667508,41.94,505.613114308284,49.91,551.804658448712,145.89,390.646864088055,344.2,578.498549035142,124.72,626.539234710633,
8016,18.52,357.579890922388,27.75,476.459182962791,36.67,579.383382809792,44.29,425.530879016962,40.13,499.004743910517,45.17,543.526757650336,126.94,362.005941638387,316.86,569.501974406017,113.79,608.514498115045,
8017,20.17,333.121598548329,27.36,455.166205321762,35.82,564.605728803886,44.33,410.313852372586,38.55,487.265386703576,46.6,526.684696980257,127.25,320.563017052319,277.18,553.157884483138,106.91,595.408391865419,
8018,17.41,334.472332593711,27.02,425.969822621954,38.59,566.210255920139,42.09,403.415421101665,37.07,473.649600189663,43.04,520.593957528675,107,294.442288902797,292.06,562.765591042598,102.63,587.883994874678,
8019,16.08,331.723594524277,25.3,411.348083094807,37.18,564.675002270205,42.03,399.200304055674,36.26,473.637562549836,42.07,507.226277462613,97.39,268.369985075553,291.43,556.456592127202,99.1,576.374500123045,
8020,17.48,343.32911940636,28.04,408.062751769939,37,565.068307486184,42.05,385.371013157623,35.93,473.67134105844,38.82,501.750921853232,93.97,252.511652715723,284.76,554.217021310289,95.88,577.344162062785,
8021,20.48,367.732840705917,29.93,404.049763879692,37.42,572.110267124168,44.56,390.591711975472,35.86,465.563943844973,39.09,505.252364597575,86.86,250.015254464773,274.8,552.355251491815,96.07,577.203191096052,
8022,21.95,390.214763421431,34.13,406.787859993994,36.14,577.466223466919,43.37,393.77970753242,35.92,465.761253076495,43.21,532.881612273422,94.27,246.936607158191,271.91,551.086808428336,102.31,580.806902987596,
8023,24.59,428.090821644008,47.92,415.448027573294,55.97,585.357423213122,42.89,407.235979060995,36.13,462.863328985721,57.25,545.774323328399,115.82,245.581288986697,283.49,554.024939134373,120.03,592.725111568356,
8024,38.9,472.549980359838,47.91,428.495004573941,81.69,582.315300747902,45.6,420.472207603754,37.04,486.376631995891,70.42,534.212962169078,110.01,231.42534032855,353.18,578.446643985241,152.11,610.062017836555,
8025,46.94,482.112199592637,44.47,422.747260670832,75.01,561.643769163729,53.91,419.753364375033,38.74,493.246890402986,77.18,514.69327726219,103.93,223.486903458499,450.84,581.076710634262,203.46,601.033466342069,
8026,44.91,480.482038314472,37.49,425.437197735018,72.89,557.352904395987,61.23,407.513960565217,42.12,490.152177749153,67.07,488.852613245109,94.3,218.524800968803,463.55,575.410835153334,222.63,585.708374608968,
8027,43.29,477.890003838077,37.91,423.404999600794,70.38,548.179570179814,57.39,395.314517131448,44.77,491.056872484395,62,470.721678683032,86.88,215.524642490335,462.15,566.962720695605,215.37,572.216788746033,
8028,45.88,475.50007301512,37.42,419.723961303953,74.87,552.074886460024,58.4,387.066675591117,48,498.04861933385,58.66,455.845992973154,86.89,214.789132738422,453.07,558.994751571654,213.52,577.142400839555,
8029,42.5,479.403529067473,35.98,414.636132467976,74.91,568.974212065645,58.15,389.963537030485,48.15,501.520387923579,56.01,452.514422043121,84.7,223.88580298957,446.43,562.51089159392,197.09,583.877103513143,
8030,44.93,495.591150401976,39.33,405.558454204257,73.18,579.292096789308,51.88,398.85563500589,45.76,521.297718291471,55.06,455.269243457434,85.91,233.53092662186,437.88,562.089931405843,175.19,601.207523057699,
8031,45.6,506.978725496827,38.74,418.807977572215,72.5,587.059569150293,51.02,406.043310622469,44.7,533.189985782083,55.06,463.2925298109,85.93,238.536822297552,446.54,560.938037227336,174.32,609.863720999183,
8032,45.52,515.683508959003,44.75,414.468532726537,74.42,594.284116102698,52.3,421.285822016506,44.98,544.259982550013,55.14,473.823488185733,84.67,236.981635671723,464.07,566.539726028682,184.4,609.61253758784,
8033,48.4,513.518900014168,46.93,423.05687485774,76.6,586.66690133546,51.23,415.516484775183,47.79,540.316129151618,55.61,472.732721447761,87.74,234.722502785601,463.1,567.624381428893,200.05,595.59989175982,
8034,58.55,519.254067179132,39.95,431.81099290928,85.69,569.752136359725,58.35,390.57484640912,50.45,516.583055023488,62.62,446.17409119198,96.76,231.290140429379,458.04,554.898630931523,230.69,578.201062226353,
8035,46.99,525.552258345898,39.47,425.554389130659,82.57,579.690423030621,49.6,373.647101228766,52.4,511.462114215967,61.17,440.109856898428,90.53,231.687469745416,484.07,534.278311484429,199.16,586.5016866057,
8036,38.91,516.223850318115,35.08,416.947371126794,77.38,595.706169640964,45.37,350.931884687319,50.64,509.830907987926,52.72,429.808566664516,76.99,227.91420860717,469.79,545.600168813936,168.56,605.735777144653,
8037,36.03,512.652211691589,32.58,415.655712969462,61.95,603.020918959661,37.55,319.99535750984,46.84,512.509077766689,42.85,411.917368350075,71.2,223.55120711459,457.89,567.410392287079,142.37,610.930746695056,
8038,31.93,496.201965297838,31.86,396.314916963106,52.93,603.7247983577,32.05,293.634134544685,42.92,520.554514556877,40.1,404.205603557633,70.43,224.821818398974,430.8,580.721780075793,125.13,616.953859247162,
8039,31.01,480.08218401121,27,376.792788078814,41.58,604.305356958481,34.35,287.152592568096,39.9,512.619168483652,38.61,398.11248662449,73.5,219.612277177176,379.49,577.151533475221,118.4,621.689989303094,
8040,27.52,456.256805483445,26.79,365.149403926465,37.94,602.529050741868,25,261.342221205777,37.83,496.661012907687,32.92,386.433107376526,71.17,214.765772192644,340.63,580.476032833444,108.13,613.401773259381,
8041,24.49,424.718255857127,14.95,347.78567580681,39.9,596.259072292554,30.26,248.024528619972,36.03,459.960072060541,32.04,384.894424194933,36.98,214.295227413628,304.55,569.317848966776,105.22,606.658453293203,
8042,22.52,412.579918006381,11.95,343.010641566502,39.02,590.109103472444,24.35,239.109167802841,36.93,446.074195966611,33.95,405.433002012762,28.72,226.130578126108,306.33,574.00103054932,102.69,589.156865891504,
8043,21.72,406.705605133809,10.27,335.348010909596,37.89,582.903657706008,22.58,233.747554999303,35.4,415.100474033781,33.16,411.070870074817,37.08,259.690825549721,294.19,554.527174787502,101.25,580.179306225795,
8044,21.79,407.370449396959,11.29,326.703706701904,37.82,568.692038987855,21.22,231.720562935949,34.46,402.386237471519,34.08,407.755963305553,63.76,296.978298952726,299.1,546.039547408367,98.89,572.333957306535,
8045,23.06,404.522228092947,21.93,325.15489579324,34.7,578.598353541427,20.82,232.780938400223,35.4,415.333580681687,35.34,423.873567153878,76.15,336.65298233778,298.97,540.914359292493,97.96,571.480286391189,
8046,25.04,423.476360009155,32.06,327.207002957413,36.75,570.838433738351,19.65,230.088718132617,36.3,442.520452238415,38.43,449.492036551203,92.63,362.834801840703,300.72,529.596977001566,97.83,585.261004411693,
8047,30.03,460.982877814551,35.39,331.641737200721,34.07,584.663774258943,17.07,227.495708375988,44.84,447.938262651706,43.97,485.649992419712,159.65,384.789622571931,313.82,541.424896250661,98.93,619.976888525593,
8048,41.16,482.754248470409,34.36,337.934845193011,37.01,591.718533726266,20.86,235.625870997902,52.97,439.45168333677,54.91,517.947752385242,207.25,396.803389315969,361.55,539.942221606334,104.88,641.71587333031,
8049,44.31,484.747183905617,37.01,342.128956681192,46.17,582.925810214783,24.38,246.581870354218,54.58,437.105993800673,57.64,512.496789749708,234.9,405.175273395906,413.6,526.370196036497,120.34,632.845136539154,
8050,43.5,487.5279575734,38.79,346.100488841258,46.1,562.199066991887,30.76,268.360850423493,54.09,437.317796282279,61.28,519.397832554638,233.75,403.342116070441,442.66,491.158710997469,127.99,618.709562616467,
8051,40.51,482.070825128196,36.36,349.565621613163,42.33,549.076681319754,36.96,279.539304267692,45.9,427.389245389054,64.21,520.482744551674,208.04,401.629387476823,433.19,488.139813304583,130.75,606.868909996272,
8052,42.89,480.593864234922,33.99,348.981270570492,44.02,542.070741006077,39.11,285.386200035433,43.59,423.868847982486,63.75,527.48553787778,228.29,408.02119823598,427.34,485.47589005547,127.22,606.152323211353,
8053,36.67,498.162792253415,32.29,353.275317163103,40,537.501706020542,39.16,290.73749104401,41.96,422.447891020363,60.96,530.737646323676,232.13,424.254046224342,409.66,489.990498380408,121.58,612.951154592083,
8054,47.78,500.593426531017,31.37,351.872991192484,37.28,545.415665040568,36.27,298.05733457773,42.87,431.939707182161,63.07,549.932463098247,233.86,438.594265449015,403.96,497.687088753631,114.58,624.439632158364,
8055,44.91,505.874137393497,31.38,349.444097295278,38.21,551.995177094117,31.76,296.039382544483,49,444.971778765561,61.47,558.084118050319,258.09,456.401696699054,384.3,492.502249154246,118.52,628.703020483385,
8056,47.44,512.797763889823,32.38,351.209398961066,46.13,556.326651011488,30.54,304.470860398671,52.95,455.944494493311,60.88,560.60764891873,304.96,454.118609166348,307.58,489.243594282635,123.5,627.078091862696,
8057,48.22,505.407670715523,35.73,355.757528953817,47.96,538.134639637869,30.31,309.34654132461,53.93,445.894906418938,62.06,545.755557650344,327.82,447.82772763011,288,489.863009211804,129.79,607.864099860516,
8058,56.44,500.353577387639,32.94,351.686327042245,47.95,536.820406006901,38.37,307.739200125466,57.23,446.252580755665,77.98,540.100043085755,354.98,445.345677377479,281.82,485.569485622125,144.04,590.715307041226,
8059,44.91,500.076663764952,33.86,345.410226758998,42.99,540.539116114958,38.39,300.847470110194,55.18,455.569068466793,75.25,550.183539473588,330,441.979812093446,379.14,482.225356249305,144.96,585.303133392298,
8060,43.02,501.106382044294,31.32,343.314416412422,39.37,531.195455262589,36.28,303.564461101653,55.5,464.84723844237,66.32,556.262473879409,283.98,439.69810501761,334.02,484.703849915613,129.56,580.966634187802,
8061,35.72,498.530680986884,28.01,341.17612800339,36.79,523.914671088946,36.86,309.923439985566,54.43,476.316795338513,57.66,574.682157789156,228.85,437.187482767967,340.04,485.68965391855,122.52,599.872920957358,
8062,31.02,493.592228164451,19.66,324.948463855524,38.52,518.314427448792,33.41,298.898519826786,49.33,487.254305830911,53.34,580.273254477392,203.08,423.895299197117,252.46,477.823584050724,114.83,598.643035606921,
8063,29.4,488.847945051538,8.94,311.616524694264,39.92,505.985673025753,37.04,307.527425319839,44.89,489.813355867807,50.16,576.380890217054,183.54,392.789408772141,333.53,477.658208311816,109.88,602.87035346202,
8064,27.05,474.545853554292,7.23,306.763306142425,35.68,490.448906804227,28.37,303.88387476493,40.58,486.548639106438,47.13,564.574072803958,132.49,375.963463991576,278.62,480.034103668407,106.01,602.122097568809,
8065,29.06,477.475869303829,7.2,289.32968945302,33.17,465.468950409128,21.56,274.512558578111,40.19,487.312415844106,47.8,547.3701167837,153.93,360.286206545518,256.24,468.400577236514,108.3,580.449588004043,
8066,29.06,470.936650976318,6.07,277.791681359927,31.93,456.806865818969,21.25,260.515425167823,39.74,489.12821502282,46.27,540.862794793023,124.99,343.442750081342,238.15,447.301153693771,102.68,554.833653378308,
8067,28.35,471.354543544177,8.79,275.157970743091,30.43,450.404912170901,21.56,253.5776820044,39.5,485.88494698798,44.71,531.08239426462,118.09,328.686815593258,235.6,441.94571398449,99.88,552.427633394232,
8068,29.08,478.648370042828,19.83,273.813500637932,28.3,443.1997225072,21.2,251.784392972645,38.5,494.67939830119,43.42,528.501541388888,111.39,329.603349451975,231.77,427.202112611815,98.62,532.317916748879,
8069,29.94,493.66885709239,26.88,286.633300168584,30.44,442.653903931259,20.64,253.063541790658,39.49,499.259730863892,44.56,535.221333487554,115.02,326.995562258053,223.94,429.565406612561,94.62,524.838155461082,
8070,31.54,513.738115887705,31.87,313.724185247025,29.87,429.792219571988,25.96,278.928403247616,42.81,528.688875963538,47.49,554.637269403926,130.73,336.967775649761,230.64,442.412191534603,91.72,532.700524413499,
8071,42.93,520.317977114281,46.06,347.730008013558,29.81,429.999416553189,47.66,320.900485850057,55.07,541.858465625966,58.58,574.412787762398,169.95,325.718498520977,245,456.502485674818,88.86,530.170471143895,
8072,53.14,522.044422179078,46.94,403.022994672453,27.72,431.809120947957,53.67,338.431928874774,67.28,525.584681926568,83.67,580.054216265236,242.08,313.737647159323,252.06,471.451439249491,92.13,540.408503428334,
8073,53.89,522.611373339489,44.71,447.510272347383,29.95,429.489544934462,53.69,336.50571531475,76.47,508.796211788176,105.46,570.673544817838,256.41,304.164961831394,253.05,495.477710895807,97.02,554.285184163366,
8074,51.13,519.281379975726,43.5,470.728237817268,33.08,430.431344987165,51.23,339.648389368608,71,502.32717828885,105.42,557.346090243454,217.52,294.576998956662,256.93,503.439895941905,100.15,566.943305461133,
8075,49.58,506.769737835433,46.9,484.496963661535,34.85,431.383023466175,49.58,333.472983900675,60.49,484.859525635148,100.06,530.025480638156,179.96,284.613004430891,281.67,502.117179362586,104.96,557.594712823748,
8076,50.99,501.385899853735,46.93,489.18243097555,36.91,429.985574902089,49.3,325.944812344195,59.31,475.978424799404,95.19,529.128725918733,159.92,277.155858983995,311.3,488.826533301523,105.07,553.931679641494,
8077,50,500.950929994005,47.97,491.260681853579,37,420.247697400399,49.2,322.872816419182,55.24,466.647843073958,84.95,540.518311683892,140.01,271.356758906728,316.09,484.947444988503,102.91,549.917102765535,
8078,48.54,508.729753758379,49.54,501.386019321862,32.92,412.845341223714,49.33,343.919623636203,54.5,464.67222068358,82.9,546.382953672384,140.8,275.887098893937,307.44,501.527566307171,100,558.185147186122,
8079,47.2,521.434240636096,51.11,513.437048901789,34.06,422.793351979623,49.69,372.213408373523,56.86,473.139402344546,90,558.48313424619,138.23,281.495637683301,302.5,511.568740625631,105.68,569.923904141876,
8080,46.93,536.439408185395,49.99,540.656673988034,34.29,425.550459103957,55.58,388.21636751007,57.9,475.660429228168,88.09,566.179926227393,143.72,282.848841489269,315.91,513.712305521489,115,587.003811408767,
8081,50.12,534.911952840697,56.85,554.250551756274,36.97,427.359992232547,52.17,390.880349800218,60,469.882931388546,105.4,562.812500068443,159.98,276.480524111211,315.91,520.778462132608,122.2,570.363737748058,
8082,57.98,522.08119536828,58.1,542.09749239677,39.36,430.610858052096,60.04,394.689936979113,61.8,469.646729015136,110.56,549.252886355942,170.03,268.36131836194,330.92,520.543993324895,127.9,537.11190384752,
8083,51,509.949969984966,50.03,530.342465168035,39,431.039915135557,64.89,395.892417654918,49.76,463.619211626722,99.03,544.911296431407,138.25,264.933594179819,358.73,504.76211466067,129.05,517.171917822234,
8084,46.11,506.789910183779,52.07,524.172345862086,37.06,429.042621352273,61.6,386.659461475642,47.32,455.081274538891,77.79,543.940070420025,130.3,264.046829445115,343.1,510.410436862505,126.07,511.599134160959,
8085,41.87,505.89356702674,47.91,535.363784300126,36.03,421.12718304959,55.46,374.943750487888,42.32,445.390491111181,64,546.303332055412,115.22,275.043830930791,311.74,513.940830593007,112.33,510.495295231878,
8086,37.79,497.145590357457,44.02,543.172602831848,33.95,414.247150347638,47.56,351.904661062445,40.67,427.356893433447,55.55,532.649306963199,116.71,295.785428444079,290.55,514.908893587455,100,501.108637991066,
8087,35.05,493.677889742926,36.03,554.611808625114,33.98,406.252725070419,46.03,332.55675553345,39.27,406.776237592898,51.39,515.061667674748,119.59,317.855406946309,289.9,516.110541179436,99.09,495.970155843944,
8088,29.54,467.741860769859,32.9,553.884087827937,28.25,398.045974616339,41.95,298.401096789477,37.05,390.16454995796,43.45,477.577738523165,106.48,337.334550958678,278.7,513.076229204179,89,487.945198005792,
8089,24.39,445.791669110936,33.11,553.092457988373,12.05,368.758182827048,36.22,267.417366577811,35,377.37044572364,41.85,439.973759581088,125.06,356.699936560896,244.49,503.059640831369,93.86,467.613684846776,
8090,23.71,426.338822926097,33.71,537.632309497006,17.69,373.265224186032,31.54,260.137595147835,35,382.296753837787,41.21,426.876583912354,125.28,386.692200602912,230.7,492.150168224237,89.81,449.755237400513,
8091,17.37,408.520484424566,33.49,542.464267501155,15.31,368.34716183396,31.06,263.405122681818,35.24,389.181320226518,39.09,421.58723295872,171.46,411.540631617965,219.92,487.950124505035,88.02,441.402923266392,
8092,16.83,378.207332366986,33.63,546.125276424872,12.75,364.031739330215,27.97,263.065155193865,35.58,404.430658439837,38.25,415.362675031953,185,431.525741510421,231.19,464.619131545095,85.38,436.026334304467,
8093,17.19,371.133417011518,33.21,543.432153490214,17.18,367.490998587279,31.88,274.219572596669,36.87,421.021276494006,39.12,416.243993950189,185.01,449.461656183703,208.81,458.483650046216,85.83,434.805528432248,
8094,19.37,367.239619602247,36.69,548.232858235722,25.05,384.082107964162,39.87,309.069008631099,37.51,438.499331488391,42.63,434.758703365981,183.79,479.178273787037,208.52,454.460086096679,92.04,453.428435991804,
8095,30.06,376.55658630723,36,552.974068700321,33.19,413.120690364571,47.76,349.845615056205,42.69,468.91720723185,53.42,466.047282472101,187.6,486.324547862194,213.08,454.260724146606,104.1,477.625118607334,
8096,29.45,394.09000637701,39,566.166340517912,38.56,435.373176084484,49.4,367.322709426801,53.4,471.401798021745,60.04,454.265988199548,205,474.953595397487,211.84,458.861702498354,118.06,487.82544043341,
8097,31.01,406.180043428729,45.96,570.225595927843,42.9,445.483226884811,54.99,385.349877602712,54.76,467.938214383644,62.57,461.36479694014,222.79,469.622294682045,218.86,481.227797806666,123.16,475.374946508193,
8098,29.07,407.62912788081,40.13,581.112518712064,38.29,449.464183322548,49.84,396.113237413724,51.47,459.240073591139,66.01,453.692510143916,235.01,463.64851963394,255.3,472.627815598557,126.12,470.320845937092,
8099,30.13,417.64126536272,38.22,559.221901667862,37.06,448.762013582241,48.81,393.439069027108,46.34,453.116037302348,62.25,444.791670731184,239.55,454.400416273041,288.83,474.543473835782,128.02,470.557226752822,
8100,31.48,414.806893132604,37.32,528.105271906407,38.94,449.318755956169,47.03,385.466093169289,44.99,445.293006588819,62.48,439.565784112491,235.01,457.806198027565,300.73,471.997073658377,130.7,478.337549393442,
8101,31.42,411.279271125502,36.18,507.413283533453,36.36,452.152936058596,46.61,380.985830538314,43.81,440.933290718744,61.69,441.259177572089,237.92,463.914033906141,306.57,456.343665016756,126.45,480.935703044004,
8102,31.49,414.258733097245,39.69,500.487554213753,39.45,454.270752558071,47.18,389.66502185665,47.99,455.171646806266,58.14,437.592590337738,222,465.986737205583,304.85,466.286740435219,131.42,486.397203386932,
8103,35.74,430.358388695934,47.94,511.144156615097,43.97,464.933763279256,50.97,406.806602787021,55.01,476.551283349941,55.73,435.978407142155,218.73,446.679718862263,301.53,475.962405894636,126.97,488.543770375244,
8104,38,450.195048723645,52,539.901239150309,46.14,467.18905635667,61.79,422.657058570781,58.3,486.75118096602,51.33,426.759517215525,210,434.512351163416,306.07,478.091491751837,124.84,474.063117205671,
8105,42.82,455.21110167034,64.6,579.148788951774,50.96,470.199184336905,65.23,421.022774832464,62.69,483.558454234578,50.28,408.018280885479,222,418.417262176701,308.24,483.236365980801,122.27,466.722224142282,
8106,49.09,449.646071683012,58.94,571.860921981337,51.04,465.789426649265,70.84,433.28869609885,70.6,477.853517316687,52.94,379.393916545097,243.05,417.121126491819,324.9,475.809766994487,127.75,445.332838984483,
8107,46.03,448.094584303626,48.9,553.755116292971,48.85,471.568549955572,72.43,436.620893039154,60.06,478.65325546,47.18,363.778232142107,230.57,413.418741399296,347.42,466.677509192056,124.63,439.63337219497,
8108,41.2,437.602038631795,44.97,560.627001634506,45.6,466.266297650034,70.36,446.775949443859,60.1,482.859552976308,41.63,354.864007629101,196.77,409.957940217295,304.86,477.212903993994,120.97,447.739081626809,
8109,33.23,424.245668257494,40.73,567.313439881014,42.38,455.745561884225,68.14,461.893773779345,52.93,489.002347291951,34.2,335.356624221797,200.27,402.821107097105,302,480.979620808792,114.48,443.314634759654,
8110,30.86,428.440976059846,41.9,570.236697019531,39.83,442.139332294371,60.9,469.636681163598,49.5,495.749324848676,31.25,317.412506661477,157.71,404.098108631496,261.63,479.440664622364,105.55,439.516346753211,
